epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.868500828742981,0.7783538103103638,0.13149918615818024,1e-04,0.9214862585067749,0.9852670431137085,0.9027802348136902,0.827978789806366,0.09721976518630981,0.9521741271018982,0.9804126024246216
1,0.9337413311004639,0.8805403709411621,0.0662587434053421,1e-04,0.9546014666557312,0.986413836479187,0.9518306255340576,0.9117658734321594,0.04816940426826477,0.9565344452857971,0.9890873432159424
2,0.9509618878364563,0.9100145697593689,0.04903826490044594,1e-04,0.9557825922966003,0.9842888116836548,0.9632551670074463,0.9325692057609558,0.03674456849694252,0.9610968232154846,0.9874348044395447
3,0.9613504409790039,0.9284999370574951,0.03864964097738266,1e-04,0.9601157903671265,0.9860570430755615,0.9650713801383972,0.9355856776237488,0.03492851182818413,0.971825122833252,0.9745681881904602
4,0.9668710827827454,0.938306450843811,0.03312936797738075,1e-04,0.9633176922798157,0.986403226852417,0.969185471534729,0.9432123899459839,0.03081445023417473,0.9677053093910217,0.9824013710021973
